l_english:

TEMPLATE_LIST:0 "TEMPLATE_LIST"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_09:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_09"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_10:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_10"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_11:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_11"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_12:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_12"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_13:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_13"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_14:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_14"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_15:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_15"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_16:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_16"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_17:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_17"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_18:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_18"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_19:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_19"
TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_20:0 "TEMPLATE_LIST_PLANET_NAME_ETHANE_OCEAN_20"
TEMPLATE_LIST_PLANET_NAME_FJORD_01:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_01"
TEMPLATE_LIST_PLANET_NAME_FJORD_02:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_02"
TEMPLATE_LIST_PLANET_NAME_FJORD_03:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_03"
TEMPLATE_LIST_PLANET_NAME_FJORD_04:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_04"
TEMPLATE_LIST_PLANET_NAME_FJORD_05:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_05"
TEMPLATE_LIST_PLANET_NAME_FJORD_06:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_06"
TEMPLATE_LIST_PLANET_NAME_FJORD_07:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_07"
TEMPLATE_LIST_PLANET_NAME_FJORD_08:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_08"
TEMPLATE_LIST_PLANET_NAME_FJORD_09:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_09"
TEMPLATE_LIST_PLANET_NAME_FJORD_10:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_10"
TEMPLATE_LIST_PLANET_NAME_FJORD_11:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_11"
TEMPLATE_LIST_PLANET_NAME_FJORD_12:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_12"
TEMPLATE_LIST_PLANET_NAME_FJORD_13:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_13"
TEMPLATE_LIST_PLANET_NAME_FJORD_14:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_14"
TEMPLATE_LIST_PLANET_NAME_FJORD_15:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_15"
TEMPLATE_LIST_PLANET_NAME_FJORD_16:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_16"
TEMPLATE_LIST_PLANET_NAME_FJORD_17:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_17"
TEMPLATE_LIST_PLANET_NAME_FJORD_18:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_18"
TEMPLATE_LIST_PLANET_NAME_FJORD_19:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_19"
TEMPLATE_LIST_PLANET_NAME_FJORD_20:0 "TEMPLATE_LIST_PLANET_NAME_FJORD_20"
TEMPLATE_LIST_PLANET_NAME_FOG_01:0 "TEMPLATE_LIST_PLANET_NAME_FOG_01"
TEMPLATE_LIST_PLANET_NAME_FOG_02:0 "TEMPLATE_LIST_PLANET_NAME_FOG_02"
TEMPLATE_LIST_PLANET_NAME_FOG_03:0 "TEMPLATE_LIST_PLANET_NAME_FOG_03"
TEMPLATE_LIST_PLANET_NAME_FOG_04:0 "TEMPLATE_LIST_PLANET_NAME_FOG_04"
TEMPLATE_LIST_PLANET_NAME_FOG_05:0 "TEMPLATE_LIST_PLANET_NAME_FOG_05"
TEMPLATE_LIST_PLANET_NAME_FOG_06:0 "TEMPLATE_LIST_PLANET_NAME_FOG_06"
TEMPLATE_LIST_PLANET_NAME_FOG_07:0 "TEMPLATE_LIST_PLANET_NAME_FOG_07"
TEMPLATE_LIST_PLANET_NAME_FOG_08:0 "TEMPLATE_LIST_PLANET_NAME_FOG_08"
TEMPLATE_LIST_PLANET_NAME_FOG_09:0 "TEMPLATE_LIST_PLANET_NAME_FOG_09"
TEMPLATE_LIST_PLANET_NAME_FOG_10:0 "TEMPLATE_LIST_PLANET_NAME_FOG_10"
TEMPLATE_LIST_PLANET_NAME_FOG_11:0 "TEMPLATE_LIST_PLANET_NAME_FOG_11"
TEMPLATE_LIST_PLANET_NAME_FOG_12:0 "TEMPLATE_LIST_PLANET_NAME_FOG_12"
TEMPLATE_LIST_PLANET_NAME_FOG_13:0 "TEMPLATE_LIST_PLANET_NAME_FOG_13"
TEMPLATE_LIST_PLANET_NAME_FOG_14:0 "TEMPLATE_LIST_PLANET_NAME_FOG_14"
TEMPLATE_LIST_PLANET_NAME_FOG_15:0 "TEMPLATE_LIST_PLANET_NAME_FOG_15"
TEMPLATE_LIST_PLANET_NAME_FOG_16:0 "TEMPLATE_LIST_PLANET_NAME_FOG_16"
TEMPLATE_LIST_PLANET_NAME_FOG_17:0 "TEMPLATE_LIST_PLANET_NAME_FOG_17"
TEMPLATE_LIST_PLANET_NAME_FOG_18:0 "TEMPLATE_LIST_PLANET_NAME_FOG_18"
TEMPLATE_LIST_PLANET_NAME_FOG_19:0 "TEMPLATE_LIST_PLANET_NAME_FOG_19"
TEMPLATE_LIST_PLANET_NAME_FOG_20:0 "TEMPLATE_LIST_PLANET_NAME_FOG_20"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_01:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_01"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_02:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_02"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_03:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_03"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_04:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_04"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_05:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_05"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_06:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_06"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_07:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_07"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_08:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_08"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_09:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_09"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_10:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_10"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_11:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_11"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_12:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_12"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_13:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_13"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_14:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_14"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_15:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_15"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_16:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_16"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_17:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_17"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_18:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_18"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_19:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_19"
TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_20:0 "TEMPLATE_LIST_PLANET_NAME_FOG_DESERT_20"
TEMPLATE_LIST_PLANET_NAME_FOREST_01:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_01"
TEMPLATE_LIST_PLANET_NAME_FOREST_02:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_02"
TEMPLATE_LIST_PLANET_NAME_FOREST_03:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_03"
TEMPLATE_LIST_PLANET_NAME_FOREST_04:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_04"
TEMPLATE_LIST_PLANET_NAME_FOREST_05:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_05"
TEMPLATE_LIST_PLANET_NAME_FOREST_06:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_06"
TEMPLATE_LIST_PLANET_NAME_FOREST_07:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_07"
TEMPLATE_LIST_PLANET_NAME_FOREST_08:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_08"
TEMPLATE_LIST_PLANET_NAME_FOREST_09:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_09"
TEMPLATE_LIST_PLANET_NAME_FOREST_10:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_10"
TEMPLATE_LIST_PLANET_NAME_FOREST_11:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_11"
TEMPLATE_LIST_PLANET_NAME_FOREST_12:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_12"
TEMPLATE_LIST_PLANET_NAME_FOREST_13:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_13"
TEMPLATE_LIST_PLANET_NAME_FOREST_14:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_14"
TEMPLATE_LIST_PLANET_NAME_FOREST_15:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_15"
TEMPLATE_LIST_PLANET_NAME_FOREST_16:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_16"
TEMPLATE_LIST_PLANET_NAME_FOREST_17:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_17"
TEMPLATE_LIST_PLANET_NAME_FOREST_18:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_18"
TEMPLATE_LIST_PLANET_NAME_FOREST_19:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_19"
TEMPLATE_LIST_PLANET_NAME_FOREST_20:0 "TEMPLATE_LIST_PLANET_NAME_FOREST_20"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_01:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_01"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_02:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_02"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_03:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_03"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_04:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_04"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_05:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_05"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_06:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_06"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_07:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_07"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_08:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_08"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_09:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_09"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_10:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_10"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_11:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_11"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_12:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_12"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_13:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_13"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_14:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_14"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_15:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_15"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_16:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_16"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_17:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_17"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_18:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_18"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_19:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_19"
TEMPLATE_LIST_PLANET_NAME_FUNGAL_20:0 "TEMPLATE_LIST_PLANET_NAME_FUNGAL_20"
TEMPLATE_LIST_PLANET_NAME_FUNGI_01:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_01"
TEMPLATE_LIST_PLANET_NAME_FUNGI_02:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_02"
TEMPLATE_LIST_PLANET_NAME_FUNGI_03:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_03"
TEMPLATE_LIST_PLANET_NAME_FUNGI_04:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_04"
TEMPLATE_LIST_PLANET_NAME_FUNGI_05:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_05"
TEMPLATE_LIST_PLANET_NAME_FUNGI_06:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_06"
TEMPLATE_LIST_PLANET_NAME_FUNGI_07:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_07"
TEMPLATE_LIST_PLANET_NAME_FUNGI_08:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_08"
TEMPLATE_LIST_PLANET_NAME_FUNGI_09:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_09"
TEMPLATE_LIST_PLANET_NAME_FUNGI_10:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_10"
TEMPLATE_LIST_PLANET_NAME_FUNGI_11:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_11"
TEMPLATE_LIST_PLANET_NAME_FUNGI_12:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_12"
TEMPLATE_LIST_PLANET_NAME_FUNGI_13:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_13"
TEMPLATE_LIST_PLANET_NAME_FUNGI_14:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_14"
TEMPLATE_LIST_PLANET_NAME_FUNGI_15:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_15"
TEMPLATE_LIST_PLANET_NAME_FUNGI_16:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_16"
TEMPLATE_LIST_PLANET_NAME_FUNGI_17:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_17"
TEMPLATE_LIST_PLANET_NAME_FUNGI_18:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_18"
TEMPLATE_LIST_PLANET_NAME_FUNGI_19:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_19"
TEMPLATE_LIST_PLANET_NAME_FUNGI_20:0 "TEMPLATE_LIST_PLANET_NAME_FUNGI_20"
TEMPLATE_LIST_PLANET_NAME_GAIA_01:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_01"
TEMPLATE_LIST_PLANET_NAME_GAIA_02:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_02"
TEMPLATE_LIST_PLANET_NAME_GAIA_03:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_03"
TEMPLATE_LIST_PLANET_NAME_GAIA_04:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_04"
TEMPLATE_LIST_PLANET_NAME_GAIA_05:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_05"
TEMPLATE_LIST_PLANET_NAME_GAIA_06:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_06"
TEMPLATE_LIST_PLANET_NAME_GAIA_07:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_07"
TEMPLATE_LIST_PLANET_NAME_GAIA_08:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_08"
TEMPLATE_LIST_PLANET_NAME_GAIA_09:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_09"
TEMPLATE_LIST_PLANET_NAME_GAIA_10:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_10"
TEMPLATE_LIST_PLANET_NAME_GAIA_11:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_11"
TEMPLATE_LIST_PLANET_NAME_GAIA_12:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_12"
TEMPLATE_LIST_PLANET_NAME_GAIA_13:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_13"
TEMPLATE_LIST_PLANET_NAME_GAIA_14:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_14"
TEMPLATE_LIST_PLANET_NAME_GAIA_15:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_15"
TEMPLATE_LIST_PLANET_NAME_GAIA_16:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_16"
TEMPLATE_LIST_PLANET_NAME_GAIA_17:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_17"
TEMPLATE_LIST_PLANET_NAME_GAIA_18:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_18"
TEMPLATE_LIST_PLANET_NAME_GAIA_19:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_19"
TEMPLATE_LIST_PLANET_NAME_GAIA_20:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_20"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_01:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_01"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_02:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_02"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_03:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_03"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_04:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_04"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_05:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_05"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_06:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_06"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_07:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_07"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_08:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_08"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_09:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_09"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_10:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_10"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_11:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_11"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_12:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_12"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_13:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_13"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_14:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_14"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_15:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_15"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_16:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_16"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_17:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_17"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_18:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_18"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_19:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_19"
TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_20:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_CAVE_20"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_01:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_01"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_02:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_02"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_03:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_03"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_04:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_04"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_05:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_05"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_06:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_06"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_07:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_07"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_08:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_08"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_09:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_09"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_10:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_10"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_11:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_11"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_12:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_12"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_13:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_13"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_14:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_14"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_15:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_15"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_16:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_16"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_17:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_17"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_18:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_18"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_19:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_19"
TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_20:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_SUPERHABITABLE_20"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_01:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_01"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_02:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_02"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_03:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_03"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_04:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_04"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_05:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_05"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_06:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_06"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_07:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_07"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_08:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_08"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_09:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_09"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_10:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_10"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_11:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_11"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_12:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_12"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_13:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_13"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_14:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_14"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_15:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_15"
TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_16:0 "TEMPLATE_LIST_PLANET_NAME_GAIA_TIDALLY_LOCKED_16"
