l_english:

CUSTODII:0 "CUSTODII"
CUSTODII_PLANET_NAME_FUNGI_03:0 "CUSTODII_PLANET_NAME_FUNGI_03"
CUSTODII_PLANET_NAME_FUNGI_04:0 "CUSTODII_PLANET_NAME_FUNGI_04"
CUSTODII_PLANET_NAME_FUNGI_05:0 "CUSTODII_PLANET_NAME_FUNGI_05"
CUSTODII_PLANET_NAME_FUNGI_06:0 "CUSTODII_PLANET_NAME_FUNGI_06"
CUSTODII_PLANET_NAME_FUNGI_07:0 "CUSTODII_PLANET_NAME_FUNGI_07"
CUSTODII_PLANET_NAME_FUNGI_08:0 "CUSTODII_PLANET_NAME_FUNGI_08"
CUSTODII_PLANET_NAME_FUNGI_09:0 "CUSTODII_PLANET_NAME_FUNGI_09"
CUSTODII_PLANET_NAME_FUNGI_10:0 "CUSTODII_PLANET_NAME_FUNGI_10"
CUSTODII_PLANET_NAME_FUNGI_11:0 "CUSTODII_PLANET_NAME_FUNGI_11"
CUSTODII_PLANET_NAME_FUNGI_12:0 "CUSTODII_PLANET_NAME_FUNGI_12"
CUSTODII_PLANET_NAME_FUNGI_13:0 "CUSTODII_PLANET_NAME_FUNGI_13"
CUSTODII_PLANET_NAME_FUNGI_14:0 "CUSTODII_PLANET_NAME_FUNGI_14"
CUSTODII_PLANET_NAME_FUNGI_15:0 "CUSTODII_PLANET_NAME_FUNGI_15"
CUSTODII_PLANET_NAME_FUNGI_16:0 "CUSTODII_PLANET_NAME_FUNGI_16"
CUSTODII_PLANET_NAME_FUNGI_17:0 "CUSTODII_PLANET_NAME_FUNGI_17"
CUSTODII_PLANET_NAME_FUNGI_18:0 "CUSTODII_PLANET_NAME_FUNGI_18"
CUSTODII_PLANET_NAME_FUNGI_19:0 "CUSTODII_PLANET_NAME_FUNGI_19"
CUSTODII_PLANET_NAME_FUNGI_20:0 "CUSTODII_PLANET_NAME_FUNGI_20"
CUSTODII_PLANET_NAME_GAIA_01:0 "CUSTODII_PLANET_NAME_GAIA_01"
CUSTODII_PLANET_NAME_GAIA_02:0 "CUSTODII_PLANET_NAME_GAIA_02"
CUSTODII_PLANET_NAME_GAIA_03:0 "CUSTODII_PLANET_NAME_GAIA_03"
CUSTODII_PLANET_NAME_GAIA_04:0 "CUSTODII_PLANET_NAME_GAIA_04"
CUSTODII_PLANET_NAME_GAIA_05:0 "CUSTODII_PLANET_NAME_GAIA_05"
CUSTODII_PLANET_NAME_GAIA_06:0 "CUSTODII_PLANET_NAME_GAIA_06"
CUSTODII_PLANET_NAME_GAIA_07:0 "CUSTODII_PLANET_NAME_GAIA_07"
CUSTODII_PLANET_NAME_GAIA_08:0 "CUSTODII_PLANET_NAME_GAIA_08"
CUSTODII_PLANET_NAME_GAIA_09:0 "CUSTODII_PLANET_NAME_GAIA_09"
CUSTODII_PLANET_NAME_GAIA_10:0 "CUSTODII_PLANET_NAME_GAIA_10"
CUSTODII_PLANET_NAME_GAIA_11:0 "CUSTODII_PLANET_NAME_GAIA_11"
CUSTODII_PLANET_NAME_GAIA_12:0 "CUSTODII_PLANET_NAME_GAIA_12"
CUSTODII_PLANET_NAME_GAIA_13:0 "CUSTODII_PLANET_NAME_GAIA_13"
CUSTODII_PLANET_NAME_GAIA_14:0 "CUSTODII_PLANET_NAME_GAIA_14"
CUSTODII_PLANET_NAME_GAIA_15:0 "CUSTODII_PLANET_NAME_GAIA_15"
CUSTODII_PLANET_NAME_GAIA_16:0 "CUSTODII_PLANET_NAME_GAIA_16"
CUSTODII_PLANET_NAME_GAIA_17:0 "CUSTODII_PLANET_NAME_GAIA_17"
CUSTODII_PLANET_NAME_GAIA_18:0 "CUSTODII_PLANET_NAME_GAIA_18"
CUSTODII_PLANET_NAME_GAIA_19:0 "CUSTODII_PLANET_NAME_GAIA_19"
CUSTODII_PLANET_NAME_GAIA_20:0 "CUSTODII_PLANET_NAME_GAIA_20"
CUSTODII_PLANET_NAME_GAIA_CAVE_01:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_01"
CUSTODII_PLANET_NAME_GAIA_CAVE_02:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_02"
CUSTODII_PLANET_NAME_GAIA_CAVE_03:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_03"
CUSTODII_PLANET_NAME_GAIA_CAVE_04:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_04"
CUSTODII_PLANET_NAME_GAIA_CAVE_05:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_05"
CUSTODII_PLANET_NAME_GAIA_CAVE_06:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_06"
CUSTODII_PLANET_NAME_GAIA_CAVE_07:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_07"
CUSTODII_PLANET_NAME_GAIA_CAVE_08:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_08"
CUSTODII_PLANET_NAME_GAIA_CAVE_09:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_09"
CUSTODII_PLANET_NAME_GAIA_CAVE_10:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_10"
CUSTODII_PLANET_NAME_GAIA_CAVE_11:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_11"
CUSTODII_PLANET_NAME_GAIA_CAVE_12:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_12"
CUSTODII_PLANET_NAME_GAIA_CAVE_13:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_13"
CUSTODII_PLANET_NAME_GAIA_CAVE_14:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_14"
CUSTODII_PLANET_NAME_GAIA_CAVE_15:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_15"
CUSTODII_PLANET_NAME_GAIA_CAVE_16:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_16"
CUSTODII_PLANET_NAME_GAIA_CAVE_17:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_17"
CUSTODII_PLANET_NAME_GAIA_CAVE_18:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_18"
CUSTODII_PLANET_NAME_GAIA_CAVE_19:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_19"
CUSTODII_PLANET_NAME_GAIA_CAVE_20:0 "CUSTODII_PLANET_NAME_GAIA_CAVE_20"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_01:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_01"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_02:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_02"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_03:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_03"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_04:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_04"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_05:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_05"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_06:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_06"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_07:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_07"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_08:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_08"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_09:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_09"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_10:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_10"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_11:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_11"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_12:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_12"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_13:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_13"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_14:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_14"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_15:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_15"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_16:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_16"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_17:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_17"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_18:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_18"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_19:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_19"
CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_20:0 "CUSTODII_PLANET_NAME_GAIA_SUPERHABITABLE_20"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_01:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_01"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_02:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_02"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_03:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_03"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_04:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_04"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_05:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_05"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_06:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_06"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_07:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_07"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_08:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_08"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_09:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_09"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_10:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_10"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_11:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_11"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_12:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_12"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_13:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_13"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_14:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_14"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_15:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_15"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_16:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_16"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_17:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_17"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_18:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_18"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_19:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_19"
CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_20:0 "CUSTODII_PLANET_NAME_GAIA_TIDALLY_LOCKED_20"
CUSTODII_PLANET_NAME_GENERIC_01:0 "CUSTODII_PLANET_NAME_GENERIC_01"
CUSTODII_PLANET_NAME_GENERIC_02:0 "CUSTODII_PLANET_NAME_GENERIC_02"
CUSTODII_PLANET_NAME_GENERIC_03:0 "CUSTODII_PLANET_NAME_GENERIC_03"
CUSTODII_PLANET_NAME_GENERIC_04:0 "CUSTODII_PLANET_NAME_GENERIC_04"
CUSTODII_PLANET_NAME_GENERIC_05:0 "CUSTODII_PLANET_NAME_GENERIC_05"
CUSTODII_PLANET_NAME_GENERIC_06:0 "CUSTODII_PLANET_NAME_GENERIC_06"
CUSTODII_PLANET_NAME_GENERIC_07:0 "CUSTODII_PLANET_NAME_GENERIC_07"
CUSTODII_PLANET_NAME_GENERIC_08:0 "CUSTODII_PLANET_NAME_GENERIC_08"
CUSTODII_PLANET_NAME_GENERIC_09:0 "CUSTODII_PLANET_NAME_GENERIC_09"
CUSTODII_PLANET_NAME_GENERIC_10:0 "CUSTODII_PLANET_NAME_GENERIC_10"
CUSTODII_PLANET_NAME_GENERIC_11:0 "CUSTODII_PLANET_NAME_GENERIC_11"
CUSTODII_PLANET_NAME_GENERIC_12:0 "CUSTODII_PLANET_NAME_GENERIC_12"
CUSTODII_PLANET_NAME_GENERIC_13:0 "CUSTODII_PLANET_NAME_GENERIC_13"
CUSTODII_PLANET_NAME_GENERIC_14:0 "CUSTODII_PLANET_NAME_GENERIC_14"
CUSTODII_PLANET_NAME_GENERIC_15:0 "CUSTODII_PLANET_NAME_GENERIC_15"
CUSTODII_PLANET_NAME_GENERIC_16:0 "CUSTODII_PLANET_NAME_GENERIC_16"
CUSTODII_PLANET_NAME_GENERIC_17:0 "CUSTODII_PLANET_NAME_GENERIC_17"
CUSTODII_PLANET_NAME_GENERIC_18:0 "CUSTODII_PLANET_NAME_GENERIC_18"
CUSTODII_PLANET_NAME_GENERIC_19:0 "CUSTODII_PLANET_NAME_GENERIC_19"
CUSTODII_PLANET_NAME_GENERIC_20:0 "CUSTODII_PLANET_NAME_GENERIC_20"
CUSTODII_PLANET_NAME_GEOTHERMAL_01:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_01"
CUSTODII_PLANET_NAME_GEOTHERMAL_02:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_02"
CUSTODII_PLANET_NAME_GEOTHERMAL_03:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_03"
CUSTODII_PLANET_NAME_GEOTHERMAL_04:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_04"
CUSTODII_PLANET_NAME_GEOTHERMAL_05:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_05"
CUSTODII_PLANET_NAME_GEOTHERMAL_06:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_06"
CUSTODII_PLANET_NAME_GEOTHERMAL_07:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_07"
CUSTODII_PLANET_NAME_GEOTHERMAL_08:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_08"
CUSTODII_PLANET_NAME_GEOTHERMAL_09:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_09"
CUSTODII_PLANET_NAME_GEOTHERMAL_10:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_10"
CUSTODII_PLANET_NAME_GEOTHERMAL_11:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_11"
CUSTODII_PLANET_NAME_GEOTHERMAL_12:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_12"
CUSTODII_PLANET_NAME_GEOTHERMAL_13:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_13"
CUSTODII_PLANET_NAME_GEOTHERMAL_14:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_14"
CUSTODII_PLANET_NAME_GEOTHERMAL_15:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_15"
CUSTODII_PLANET_NAME_GEOTHERMAL_16:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_16"
CUSTODII_PLANET_NAME_GEOTHERMAL_17:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_17"
CUSTODII_PLANET_NAME_GEOTHERMAL_18:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_18"
CUSTODII_PLANET_NAME_GEOTHERMAL_19:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_19"
CUSTODII_PLANET_NAME_GEOTHERMAL_20:0 "CUSTODII_PLANET_NAME_GEOTHERMAL_20"
CUSTODII_PLANET_NAME_GLACIAL_01:0 "CUSTODII_PLANET_NAME_GLACIAL_01"
CUSTODII_PLANET_NAME_GLACIAL_02:0 "CUSTODII_PLANET_NAME_GLACIAL_02"
CUSTODII_PLANET_NAME_GLACIAL_03:0 "CUSTODII_PLANET_NAME_GLACIAL_03"
CUSTODII_PLANET_NAME_GLACIAL_04:0 "CUSTODII_PLANET_NAME_GLACIAL_04"
CUSTODII_PLANET_NAME_GLACIAL_05:0 "CUSTODII_PLANET_NAME_GLACIAL_05"
CUSTODII_PLANET_NAME_GLACIAL_06:0 "CUSTODII_PLANET_NAME_GLACIAL_06"
CUSTODII_PLANET_NAME_GLACIAL_07:0 "CUSTODII_PLANET_NAME_GLACIAL_07"
CUSTODII_PLANET_NAME_GLACIAL_08:0 "CUSTODII_PLANET_NAME_GLACIAL_08"
CUSTODII_PLANET_NAME_GLACIAL_09:0 "CUSTODII_PLANET_NAME_GLACIAL_09"
CUSTODII_PLANET_NAME_GLACIAL_10:0 "CUSTODII_PLANET_NAME_GLACIAL_10"
CUSTODII_PLANET_NAME_GLACIAL_11:0 "CUSTODII_PLANET_NAME_GLACIAL_11"
CUSTODII_PLANET_NAME_GLACIAL_12:0 "CUSTODII_PLANET_NAME_GLACIAL_12"
CUSTODII_PLANET_NAME_GLACIAL_13:0 "CUSTODII_PLANET_NAME_GLACIAL_13"
CUSTODII_PLANET_NAME_GLACIAL_14:0 "CUSTODII_PLANET_NAME_GLACIAL_14"
CUSTODII_PLANET_NAME_GLACIAL_15:0 "CUSTODII_PLANET_NAME_GLACIAL_15"
CUSTODII_PLANET_NAME_GLACIAL_16:0 "CUSTODII_PLANET_NAME_GLACIAL_16"
CUSTODII_PLANET_NAME_GLACIAL_17:0 "CUSTODII_PLANET_NAME_GLACIAL_17"
CUSTODII_PLANET_NAME_GLACIAL_18:0 "CUSTODII_PLANET_NAME_GLACIAL_18"
CUSTODII_PLANET_NAME_GLACIAL_19:0 "CUSTODII_PLANET_NAME_GLACIAL_19"
CUSTODII_PLANET_NAME_GLACIAL_20:0 "CUSTODII_PLANET_NAME_GLACIAL_20"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_01:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_01"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_02:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_02"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_03:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_03"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_04:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_04"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_05:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_05"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_06:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_06"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_07:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_07"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_08:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_08"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_09:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_09"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_10:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_10"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_11:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_11"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_12:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_12"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_13:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_13"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_14:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_14"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_15:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_15"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_16:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_16"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_17:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_17"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_18:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_18"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_19:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_19"
CUSTODII_PLANET_NAME_GLACIOVOLCANIC_20:0 "CUSTODII_PLANET_NAME_GLACIOVOLCANIC_20"
CUSTODII_PLANET_NAME_HABITAT_01:0 "CUSTODII_PLANET_NAME_HABITAT_01"
CUSTODII_PLANET_NAME_HABITAT_02:0 "CUSTODII_PLANET_NAME_HABITAT_02"
CUSTODII_PLANET_NAME_HABITAT_03:0 "CUSTODII_PLANET_NAME_HABITAT_03"
CUSTODII_PLANET_NAME_HABITAT_04:0 "CUSTODII_PLANET_NAME_HABITAT_04"
CUSTODII_PLANET_NAME_HABITAT_05:0 "CUSTODII_PLANET_NAME_HABITAT_05"
CUSTODII_PLANET_NAME_HABITAT_06:0 "CUSTODII_PLANET_NAME_HABITAT_06"
CUSTODII_PLANET_NAME_HABITAT_07:0 "CUSTODII_PLANET_NAME_HABITAT_07"
CUSTODII_PLANET_NAME_HABITAT_08:0 "CUSTODII_PLANET_NAME_HABITAT_08"
CUSTODII_PLANET_NAME_HABITAT_09:0 "CUSTODII_PLANET_NAME_HABITAT_09"
CUSTODII_PLANET_NAME_HABITAT_10:0 "CUSTODII_PLANET_NAME_HABITAT_10"
CUSTODII_PLANET_NAME_HABITAT_11:0 "CUSTODII_PLANET_NAME_HABITAT_11"
CUSTODII_PLANET_NAME_HABITAT_12:0 "CUSTODII_PLANET_NAME_HABITAT_12"
CUSTODII_PLANET_NAME_HABITAT_13:0 "CUSTODII_PLANET_NAME_HABITAT_13"
CUSTODII_PLANET_NAME_HABITAT_14:0 "CUSTODII_PLANET_NAME_HABITAT_14"
CUSTODII_PLANET_NAME_HABITAT_15:0 "CUSTODII_PLANET_NAME_HABITAT_15"
CUSTODII_PLANET_NAME_HABITAT_16:0 "CUSTODII_PLANET_NAME_HABITAT_16"
CUSTODII_PLANET_NAME_HABITAT_17:0 "CUSTODII_PLANET_NAME_HABITAT_17"
CUSTODII_PLANET_NAME_HABITAT_18:0 "CUSTODII_PLANET_NAME_HABITAT_18"
CUSTODII_PLANET_NAME_HABITAT_19:0 "CUSTODII_PLANET_NAME_HABITAT_19"
CUSTODII_PLANET_NAME_HABITAT_20:0 "CUSTODII_PLANET_NAME_HABITAT_20"
CUSTODII_PLANET_NAME_HIGHLAND_01:0 "CUSTODII_PLANET_NAME_HIGHLAND_01"
CUSTODII_PLANET_NAME_HIGHLAND_02:0 "CUSTODII_PLANET_NAME_HIGHLAND_02"
CUSTODII_PLANET_NAME_HIGHLAND_03:0 "CUSTODII_PLANET_NAME_HIGHLAND_03"
CUSTODII_PLANET_NAME_HIGHLAND_04:0 "CUSTODII_PLANET_NAME_HIGHLAND_04"
CUSTODII_PLANET_NAME_HIGHLAND_05:0 "CUSTODII_PLANET_NAME_HIGHLAND_05"
CUSTODII_PLANET_NAME_HIGHLAND_06:0 "CUSTODII_PLANET_NAME_HIGHLAND_06"
CUSTODII_PLANET_NAME_HIGHLAND_07:0 "CUSTODII_PLANET_NAME_HIGHLAND_07"
CUSTODII_PLANET_NAME_HIGHLAND_08:0 "CUSTODII_PLANET_NAME_HIGHLAND_08"
CUSTODII_PLANET_NAME_HIGHLAND_09:0 "CUSTODII_PLANET_NAME_HIGHLAND_09"
CUSTODII_PLANET_NAME_HIGHLAND_10:0 "CUSTODII_PLANET_NAME_HIGHLAND_10"
CUSTODII_PLANET_NAME_HIGHLAND_11:0 "CUSTODII_PLANET_NAME_HIGHLAND_11"
CUSTODII_PLANET_NAME_HIGHLAND_12:0 "CUSTODII_PLANET_NAME_HIGHLAND_12"
CUSTODII_PLANET_NAME_HIGHLAND_13:0 "CUSTODII_PLANET_NAME_HIGHLAND_13"
CUSTODII_PLANET_NAME_HIGHLAND_14:0 "CUSTODII_PLANET_NAME_HIGHLAND_14"
CUSTODII_PLANET_NAME_HIGHLAND_15:0 "CUSTODII_PLANET_NAME_HIGHLAND_15"
CUSTODII_PLANET_NAME_HIGHLAND_16:0 "CUSTODII_PLANET_NAME_HIGHLAND_16"
CUSTODII_PLANET_NAME_HIGHLAND_17:0 "CUSTODII_PLANET_NAME_HIGHLAND_17"
CUSTODII_PLANET_NAME_HIGHLAND_18:0 "CUSTODII_PLANET_NAME_HIGHLAND_18"
CUSTODII_PLANET_NAME_HIGHLAND_19:0 "CUSTODII_PLANET_NAME_HIGHLAND_19"
CUSTODII_PLANET_NAME_HIGHLAND_20:0 "CUSTODII_PLANET_NAME_HIGHLAND_20"
CUSTODII_PLANET_NAME_HIVE_01:0 "CUSTODII_PLANET_NAME_HIVE_01"
CUSTODII_PLANET_NAME_HIVE_02:0 "CUSTODII_PLANET_NAME_HIVE_02"
CUSTODII_PLANET_NAME_HIVE_03:0 "CUSTODII_PLANET_NAME_HIVE_03"
CUSTODII_PLANET_NAME_HIVE_04:0 "CUSTODII_PLANET_NAME_HIVE_04"
CUSTODII_PLANET_NAME_HIVE_05:0 "CUSTODII_PLANET_NAME_HIVE_05"
CUSTODII_PLANET_NAME_HIVE_06:0 "CUSTODII_PLANET_NAME_HIVE_06"
CUSTODII_PLANET_NAME_HIVE_07:0 "CUSTODII_PLANET_NAME_HIVE_07"
CUSTODII_PLANET_NAME_HIVE_08:0 "CUSTODII_PLANET_NAME_HIVE_08"
CUSTODII_PLANET_NAME_HIVE_09:0 "CUSTODII_PLANET_NAME_HIVE_09"
CUSTODII_PLANET_NAME_HIVE_10:0 "CUSTODII_PLANET_NAME_HIVE_10"
CUSTODII_PLANET_NAME_HIVE_11:0 "CUSTODII_PLANET_NAME_HIVE_11"
CUSTODII_PLANET_NAME_HIVE_12:0 "CUSTODII_PLANET_NAME_HIVE_12"
CUSTODII_PLANET_NAME_HIVE_13:0 "CUSTODII_PLANET_NAME_HIVE_13"
CUSTODII_PLANET_NAME_HIVE_14:0 "CUSTODII_PLANET_NAME_HIVE_14"
CUSTODII_PLANET_NAME_HIVE_15:0 "CUSTODII_PLANET_NAME_HIVE_15"
CUSTODII_PLANET_NAME_HIVE_16:0 "CUSTODII_PLANET_NAME_HIVE_16"
CUSTODII_PLANET_NAME_HIVE_17:0 "CUSTODII_PLANET_NAME_HIVE_17"
CUSTODII_PLANET_NAME_HIVE_18:0 "CUSTODII_PLANET_NAME_HIVE_18"
CUSTODII_PLANET_NAME_HIVE_19:0 "CUSTODII_PLANET_NAME_HIVE_19"
CUSTODII_PLANET_NAME_HIVE_20:0 "CUSTODII_PLANET_NAME_HIVE_20"
CUSTODII_PLANET_NAME_HIVE_CAVE_01:0 "CUSTODII_PLANET_NAME_HIVE_CAVE_01"
